step,eval_total_time,frame,eval_episode,eval_episode_reward,eval_episode_length,episode
0,0.4227917194366455,,,,,
0,,0,0,46.508293403312564,300,0
0,,0,1,121.35162165388465,300,0
0,,0,2,67.35171328298748,300,0
0,,0,3,77.41740825399756,300,0
